Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://github.com/BraemarCreative/Media/blob/6a6b5bacb2d3731efddc718ab397698fabf7c31e/1920x1080.jpg,00:00:10,01:00:00,1/1/2018 00:00,12/31/30 23:59,yes
